trial_id,study_id,study_phase
4351,189,Phase 3
4352,18,Phase 3
4353,179,Phase 1
4354,137,Phase 1
4355,143,Phase 1
4356,71,Phase 2
4357,37,Phase 3
4358,84,Phase 2
4359,161,Phase 3
4360,29,Phase 1
4361,52,Phase 1
4362,174,Phase 1
4363,32,Phase 2
4364,119,Phase 3
4365,65,Phase 2
4366,152,Phase 3
4367,122,Phase 2
4368,58,Phase 2
4369,172,Phase 1
4370,26,Phase 1
4371,164,Phase 2
4372,74,Phase 3
4373,31,Phase 2
4374,147,Phase 3
4375,164,Phase 1
4376,140,Phase 3
4377,141,Phase 3
4378,161,Phase 3
4379,138,Phase 2
4380,83,Phase 1
4381,44,Phase 2
4382,163,Phase 2
4383,176,Phase 3
4384,6,Phase 2
4385,107,Phase 1
4386,159,Phase 1
4387,156,Phase 2
4388,198,Phase 1
4389,99,Phase 1
4390,103,Phase 2
4391,5,Phase 2
4392,99,Phase 1
4393,187,Phase 3
4394,184,Phase 2
4395,57,Phase 2
4396,20,Phase 3
4397,145,Phase 2
4398,43,Phase 3
4399,65,Phase 3
4400,4,Phase 3
4401,43,Phase 1
4402,47,Phase 1
4403,30,Phase 2
4404,146,Phase 1
4405,16,Phase 1
4406,64,Phase 3
4407,41,Phase 3
4408,85,Phase 1
4409,73,Phase 2
4410,88,Phase 2
4411,178,Phase 1
4412,163,Phase 2
4413,56,Phase 1
4414,10,Phase 1
4415,162,Phase 3
4416,86,Phase 3
4417,128,Phase 2
4418,19,Phase 3
4419,133,Phase 2
4420,94,Phase 1
4421,19,Phase 2
4422,127,Phase 3
4423,124,Phase 1
4424,104,Phase 1
4425,164,Phase 1
4426,152,Phase 1
4427,143,Phase 1
4428,60,Phase 2
4429,137,Phase 3
4430,56,Phase 3
4431,199,Phase 3
4432,115,Phase 1
4433,101,Phase 1
4434,108,Phase 1
4435,176,Phase 2
4436,192,Phase 2
4437,9,Phase 2
4438,125,Phase 3
4439,198,Phase 1
4440,145,Phase 2
4441,198,Phase 2
4442,69,Phase 2
4443,42,Phase 1
4444,104,Phase 2
4445,39,Phase 2
4446,169,Phase 3
4447,40,Phase 1
4448,192,Phase 1
4449,110,Phase 2
4450,146,Phase 3
4451,80,Phase 2
4452,111,Phase 1
4453,101,Phase 3
4454,12,Phase 1
4455,76,Phase 2
4456,152,Phase 3
4457,191,Phase 3
4458,90,Phase 1
4459,104,Phase 2
4460,58,Phase 3
4461,71,Phase 2
4462,82,Phase 3
4463,187,Phase 1
4464,192,Phase 2
4465,157,Phase 1
4466,84,Phase 1
4467,94,Phase 1
4468,43,Phase 3
4469,8,Phase 2
4470,123,Phase 3
4471,84,Phase 2
4472,116,Phase 2
4473,12,Phase 3
4474,160,Phase 2
4475,37,Phase 3
4476,2,Phase 3
4477,76,Phase 3
4478,171,Phase 3
4479,57,Phase 1
4480,126,Phase 2
4481,178,Phase 3
4482,44,Phase 3
4483,164,Phase 1
4484,135,Phase 2
4485,51,Phase 3
4486,6,Phase 1
4487,51,Phase 2
4488,25,Phase 3
4489,16,Phase 2
4490,91,Phase 1
4491,186,Phase 3
4492,18,Phase 2
4493,179,Phase 1
4494,26,Phase 1
4495,58,Phase 1
4496,175,Phase 1
4497,24,Phase 1
4498,33,Phase 3
4499,23,Phase 1
4500,43,Phase 3
4501,95,Phase 1
4502,129,Phase 2
4503,147,Phase 2
4504,123,Phase 1
4505,3,Phase 2
4506,135,Phase 1
4507,124,Phase 2
4508,184,Phase 3
4509,188,Phase 1
4510,12,Phase 2
4511,193,Phase 3
4512,1,Phase 2
4513,57,Phase 1
4514,132,Phase 1
4515,59,Phase 1
4516,58,Phase 2
4517,106,Phase 2
4518,88,Phase 1
4519,105,Phase 3
4520,179,Phase 3
4521,182,Phase 3
4522,98,Phase 3
4523,15,Phase 3
4524,180,Phase 1
4525,192,Phase 1
4526,124,Phase 3
4527,83,Phase 3
4528,140,Phase 2
4529,55,Phase 2
4530,157,Phase 2
4531,9,Phase 2
4532,154,Phase 3
4533,41,Phase 3
4534,67,Phase 2
4535,190,Phase 1
4536,82,Phase 1
4537,32,Phase 1
4538,106,Phase 2
4539,149,Phase 3
4540,28,Phase 2
4541,181,Phase 3
4542,195,Phase 3
4543,146,Phase 3
4544,67,Phase 1
4545,4,Phase 2
4546,105,Phase 1
4547,29,Phase 3
4548,161,Phase 2
4549,124,Phase 3
4550,64,Phase 2
4551,58,Phase 1
4552,147,Phase 2
4553,197,Phase 2
4554,40,Phase 3
4555,31,Phase 3
4556,169,Phase 3
4557,113,Phase 2
4558,153,Phase 2
4559,83,Phase 3
4560,145,Phase 1
4561,62,Phase 3
4562,68,Phase 3
4563,51,Phase 3
4564,157,Phase 2
4565,24,Phase 2
4566,166,Phase 1
4567,101,Phase 3
4568,26,Phase 2
4569,2,Phase 1
4570,56,Phase 1
4571,15,Phase 1
4572,115,Phase 1
4573,94,Phase 1
4574,46,Phase 1
4575,115,Phase 2
4576,20,Phase 3
4577,14,Phase 1
4578,84,Phase 2
4579,91,Phase 1
4580,157,Phase 2
4581,120,Phase 1
4582,173,Phase 1
4583,114,Phase 1
4584,90,Phase 1
4585,142,Phase 3
4586,35,Phase 3
4587,169,Phase 1
4588,127,Phase 1
4589,194,Phase 3
4590,35,Phase 2
4591,66,Phase 3
4592,92,Phase 3
4593,23,Phase 1
4594,156,Phase 1
4595,178,Phase 2
4596,3,Phase 2
4597,27,Phase 2
4598,169,Phase 2
4599,99,Phase 1
4600,59,Phase 1
4601,70,Phase 2
4602,121,Phase 2
4603,59,Phase 3
4604,46,Phase 2
4605,196,Phase 2
4606,193,Phase 1
4607,196,Phase 1
4608,169,Phase 1
4609,122,Phase 1
4610,47,Phase 1
4611,125,Phase 1
4612,88,Phase 1
4613,117,Phase 1
4614,138,Phase 2
4615,146,Phase 3
4616,98,Phase 3
4617,24,Phase 2
4618,135,Phase 2
4619,151,Phase 1
4620,71,Phase 3
4621,119,Phase 1
4622,174,Phase 2
4623,11,Phase 1
4624,23,Phase 1
4625,78,Phase 1
4626,93,Phase 1
4627,123,Phase 2
4628,72,Phase 3
4629,186,Phase 1
4630,185,Phase 1
4631,40,Phase 1
4632,3,Phase 3
4633,48,Phase 1
4634,68,Phase 3
4635,36,Phase 1
4636,118,Phase 3
4637,131,Phase 3
4638,46,Phase 3
4639,22,Phase 3
4640,141,Phase 3
4641,75,Phase 1
4642,92,Phase 2
4643,187,Phase 1
4644,115,Phase 1
4645,181,Phase 3
4646,137,Phase 3
4647,130,Phase 1
4648,144,Phase 3
4649,88,Phase 3
4650,180,Phase 2
4651,53,Phase 2
4652,9,Phase 3
4653,166,Phase 1
4654,27,Phase 2
4655,97,Phase 3
4656,5,Phase 3
4657,133,Phase 2
4658,95,Phase 1
4659,25,Phase 1
4660,141,Phase 3
4661,112,Phase 1
4662,6,Phase 2
4663,97,Phase 2
4664,23,Phase 3
4665,33,Phase 1
4666,130,Phase 3
4667,102,Phase 2
4668,21,Phase 3
4669,129,Phase 2
4670,89,Phase 3
4671,137,Phase 2
4672,195,Phase 2
4673,5,Phase 2
4674,1,Phase 2
4675,193,Phase 2
4676,89,Phase 2
4677,55,Phase 3
4678,149,Phase 2
4679,46,Phase 1
4680,178,Phase 3
4681,173,Phase 3
4682,124,Phase 2
4683,115,Phase 2
4684,58,Phase 2
4685,59,Phase 2
4686,94,Phase 3
4687,169,Phase 2
4688,101,Phase 2
4689,49,Phase 3
4690,149,Phase 1
4691,37,Phase 3
4692,10,Phase 3
4693,200,Phase 1
4694,148,Phase 3
4695,154,Phase 3
4696,127,Phase 2
4697,196,Phase 3
4698,18,Phase 2
4699,59,Phase 2
4700,60,Phase 2
4701,187,Phase 1
4702,177,Phase 3
4703,91,Phase 2
4704,184,Phase 3
4705,108,Phase 1
4706,96,Phase 1
4707,47,Phase 3
4708,171,Phase 3
4709,189,Phase 3
4710,113,Phase 2
4711,173,Phase 3
4712,166,Phase 1
4713,176,Phase 3
4714,57,Phase 3
4715,147,Phase 2
4716,176,Phase 1
4717,123,Phase 1
4718,106,Phase 3
4719,28,Phase 3
4720,48,Phase 3
4721,65,Phase 2
4722,86,Phase 1
4723,51,Phase 3
4724,148,Phase 3
4725,81,Phase 2
4726,155,Phase 3
4727,13,Phase 3
4728,72,Phase 2
4729,96,Phase 1
4730,28,Phase 1
4731,79,Phase 2
4732,11,Phase 3
4733,94,Phase 1
4734,70,Phase 2
4735,79,Phase 1
4736,97,Phase 1
4737,6,Phase 2
4738,5,Phase 3
4739,194,Phase 3
4740,6,Phase 1
4741,17,Phase 2
4742,28,Phase 1
4743,31,Phase 1
4744,69,Phase 2
4745,118,Phase 1
4746,136,Phase 2
4747,180,Phase 2
4748,186,Phase 3
4749,79,Phase 1
4750,68,Phase 2
4751,6,Phase 1
4752,137,Phase 3
4753,44,Phase 3
4754,83,Phase 1
4755,183,Phase 2
4756,163,Phase 1
4757,92,Phase 1
4758,56,Phase 1
4759,110,Phase 3
4760,34,Phase 1
4761,167,Phase 1
4762,127,Phase 1
4763,26,Phase 3
4764,77,Phase 3
4765,33,Phase 1
4766,112,Phase 3
4767,4,Phase 1
4768,167,Phase 1
4769,64,Phase 3
4770,63,Phase 1
4771,183,Phase 1
4772,27,Phase 2
4773,87,Phase 3
4774,64,Phase 2
4775,194,Phase 3
4776,17,Phase 2
4777,181,Phase 2
4778,164,Phase 1
4779,120,Phase 3
4780,170,Phase 3
4781,82,Phase 2
4782,176,Phase 3
4783,178,Phase 2
4784,49,Phase 1
4785,62,Phase 1
4786,16,Phase 3
4787,99,Phase 2
4788,140,Phase 3
4789,49,Phase 2
4790,176,Phase 1
4791,21,Phase 2
4792,141,Phase 2
4793,126,Phase 1
4794,76,Phase 1
4795,114,Phase 1
4796,156,Phase 1
4797,15,Phase 1
4798,21,Phase 3
4799,97,Phase 3
4800,169,Phase 2
4801,16,Phase 3
4802,105,Phase 3
4803,167,Phase 2
4804,116,Phase 1
4805,185,Phase 1
4806,196,Phase 3
4807,7,Phase 3
4808,101,Phase 3
4809,67,Phase 1
4810,129,Phase 2
4811,104,Phase 3
4812,72,Phase 2
4813,43,Phase 3
4814,168,Phase 1
4815,80,Phase 2
4816,79,Phase 1
4817,62,Phase 1
4818,85,Phase 3
4819,162,Phase 2
4820,60,Phase 3
4821,88,Phase 2
4822,26,Phase 3
4823,168,Phase 2
4824,163,Phase 2
4825,18,Phase 1
4826,29,Phase 1
4827,119,Phase 2
4828,160,Phase 3
4829,120,Phase 1
4830,3,Phase 1
4831,3,Phase 1
4832,153,Phase 2
4833,135,Phase 3
4834,80,Phase 1
4835,141,Phase 2
4836,136,Phase 3
4837,171,Phase 1
4838,113,Phase 2
4839,78,Phase 1
4840,8,Phase 1
4841,131,Phase 1
4842,63,Phase 3
4843,104,Phase 3
4844,83,Phase 1
4845,94,Phase 3
4846,52,Phase 3
4847,127,Phase 2
4848,109,Phase 3
4849,48,Phase 1
4850,12,Phase 2
4851,47,Phase 3
4852,141,Phase 1
4853,163,Phase 2
4854,26,Phase 3
4855,45,Phase 3
4856,123,Phase 3
4857,200,Phase 2
4858,151,Phase 1
4859,36,Phase 2
4860,171,Phase 2
4861,193,Phase 2
4862,51,Phase 1
4863,159,Phase 2
4864,59,Phase 2
4865,174,Phase 1
4866,189,Phase 2
4867,17,Phase 3
4868,156,Phase 2
4869,99,Phase 1
4870,31,Phase 3
4871,57,Phase 2
4872,148,Phase 1
4873,46,Phase 3
4874,30,Phase 3
4875,6,Phase 1
4876,66,Phase 2
4877,6,Phase 1
4878,103,Phase 2
4879,165,Phase 2
4880,190,Phase 1
4881,112,Phase 3
4882,34,Phase 3
4883,64,Phase 3
4884,138,Phase 1
4885,199,Phase 2
4886,46,Phase 1
4887,74,Phase 3
4888,69,Phase 2
4889,150,Phase 1
4890,86,Phase 3
4891,19,Phase 3
4892,180,Phase 1
4893,112,Phase 1
4894,197,Phase 2
4895,179,Phase 1
4896,40,Phase 3
4897,140,Phase 2
4898,37,Phase 3
4899,55,Phase 1
4900,3,Phase 1
4901,188,Phase 1
4902,4,Phase 3
4903,185,Phase 3
4904,148,Phase 2
4905,98,Phase 1
4906,151,Phase 2
4907,12,Phase 3
4908,105,Phase 1
4909,193,Phase 1
4910,84,Phase 1
4911,116,Phase 1
4912,183,Phase 3
4913,82,Phase 3
4914,53,Phase 1
4915,38,Phase 2
4916,186,Phase 3
4917,61,Phase 3
4918,16,Phase 2
4919,110,Phase 1
4920,153,Phase 3
4921,78,Phase 2
4922,173,Phase 3
4923,144,Phase 3
4924,157,Phase 2
4925,7,Phase 1
4926,120,Phase 1
4927,87,Phase 2
4928,189,Phase 1
4929,117,Phase 3
4930,191,Phase 3
4931,75,Phase 1
4932,22,Phase 2
4933,148,Phase 3
4934,102,Phase 3
4935,18,Phase 3
4936,166,Phase 2
4937,57,Phase 2
4938,130,Phase 3
4939,40,Phase 3
4940,162,Phase 2
4941,188,Phase 2
4942,61,Phase 2
4943,152,Phase 3
4944,30,Phase 2
4945,157,Phase 2
4946,79,Phase 3
4947,38,Phase 3
4948,9,Phase 3
4949,144,Phase 2
4950,4,Phase 2
4951,115,Phase 3
4952,122,Phase 3
4953,141,Phase 2
4954,160,Phase 1
4955,143,Phase 3
4956,38,Phase 2
4957,199,Phase 1
4958,20,Phase 2
4959,164,Phase 3
4960,29,Phase 3
4961,72,Phase 3
4962,151,Phase 1
4963,26,Phase 1
4964,56,Phase 1
4965,135,Phase 3
4966,71,Phase 3
4967,92,Phase 1
4968,93,Phase 3
4969,138,Phase 3
4970,31,Phase 2
4971,2,Phase 1
4972,91,Phase 2
4973,28,Phase 1
4974,165,Phase 1
4975,137,Phase 2
4976,186,Phase 2
4977,95,Phase 3
4978,157,Phase 2
4979,178,Phase 3
4980,94,Phase 1
4981,4,Phase 3
4982,137,Phase 2
4983,65,Phase 1
4984,172,Phase 3
4985,129,Phase 3
4986,51,Phase 3
4987,153,Phase 3
4988,63,Phase 2
4989,145,Phase 2
4990,12,Phase 1
4991,144,Phase 2
4992,175,Phase 3
4993,13,Phase 2
4994,66,Phase 2
4995,90,Phase 2
4996,192,Phase 2
4997,98,Phase 1
4998,146,Phase 3
4999,170,Phase 3
5000,93,Phase 2
5001,67,Phase 2
5002,8,Phase 2
5003,141,Phase 3
5004,102,Phase 3
5005,45,Phase 2
5006,187,Phase 3
5007,21,Phase 3
5008,53,Phase 2
5009,110,Phase 2
5010,60,Phase 2
5011,124,Phase 1
5012,97,Phase 2
5013,22,Phase 1
5014,129,Phase 1
5015,179,Phase 1
5016,194,Phase 1
5017,14,Phase 2
5018,132,Phase 2
5019,142,Phase 2
5020,133,Phase 1
5021,76,Phase 1
5022,78,Phase 3
5023,92,Phase 3
5024,175,Phase 2
5025,76,Phase 1
5026,50,Phase 1
5027,49,Phase 3
5028,16,Phase 2
5029,84,Phase 3
5030,142,Phase 3
5031,113,Phase 2
5032,172,Phase 3
5033,53,Phase 2
5034,16,Phase 3
5035,129,Phase 2
5036,85,Phase 2
5037,139,Phase 1
5038,103,Phase 1
5039,88,Phase 2
5040,181,Phase 1
5041,140,Phase 1
5042,130,Phase 1
5043,164,Phase 2
5044,33,Phase 2
5045,147,Phase 2
5046,182,Phase 3
5047,200,Phase 3
5048,75,Phase 3
5049,24,Phase 3
5050,126,Phase 1
5051,101,Phase 1
5052,121,Phase 1
5053,55,Phase 3
5054,75,Phase 1
5055,188,Phase 2
5056,49,Phase 1
5057,177,Phase 3
5058,42,Phase 3
5059,76,Phase 3
5060,107,Phase 3
5061,16,Phase 1
5062,99,Phase 3
5063,71,Phase 3
5064,94,Phase 2
5065,4,Phase 2
5066,77,Phase 2
5067,145,Phase 1
5068,166,Phase 1
5069,77,Phase 1
5070,68,Phase 3
5071,119,Phase 2
5072,21,Phase 3
5073,92,Phase 2
5074,75,Phase 3
5075,103,Phase 3
5076,108,Phase 2
5077,72,Phase 2
5078,57,Phase 1
5079,140,Phase 3
5080,45,Phase 1
5081,161,Phase 2
5082,167,Phase 2
5083,119,Phase 3
5084,138,Phase 2
5085,98,Phase 3
5086,25,Phase 2
5087,177,Phase 3
5088,137,Phase 3
5089,127,Phase 1
5090,89,Phase 3
5091,72,Phase 1
5092,109,Phase 2
5093,13,Phase 1
5094,9,Phase 2
5095,53,Phase 2
5096,177,Phase 3
5097,78,Phase 3
5098,78,Phase 3
5099,87,Phase 3
5100,100,Phase 2
5101,107,Phase 1
5102,61,Phase 2
5103,86,Phase 1
5104,191,Phase 2
5105,138,Phase 2
5106,87,Phase 1
5107,44,Phase 2
5108,67,Phase 3
5109,41,Phase 1
5110,99,Phase 3
5111,87,Phase 2
5112,136,Phase 1
5113,111,Phase 3
5114,74,Phase 1
5115,64,Phase 3
5116,185,Phase 1
5117,18,Phase 2
5118,44,Phase 1
5119,13,Phase 2
5120,160,Phase 2
5121,6,Phase 3
5122,179,Phase 2
5123,134,Phase 3
5124,83,Phase 1
5125,29,Phase 2
5126,196,Phase 1
5127,58,Phase 2
5128,38,Phase 1
5129,116,Phase 3
5130,126,Phase 1
5131,103,Phase 3
5132,180,Phase 2
5133,164,Phase 2
5134,12,Phase 1
5135,126,Phase 1
5136,172,Phase 2
5137,60,Phase 2
5138,25,Phase 2
5139,37,Phase 2
5140,188,Phase 1
5141,155,Phase 2
5142,11,Phase 2
5143,131,Phase 1
5144,198,Phase 2
5145,153,Phase 2
5146,95,Phase 2
5147,159,Phase 2
5148,102,Phase 1
5149,83,Phase 1
5150,124,Phase 1
5151,29,Phase 2
5152,40,Phase 2
5153,73,Phase 1
5154,193,Phase 2
5155,168,Phase 1
5156,200,Phase 1
5157,139,Phase 3
5158,8,Phase 2
5159,98,Phase 2
5160,17,Phase 1
5161,42,Phase 1
5162,83,Phase 1
5163,53,Phase 1
5164,87,Phase 2
5165,74,Phase 1
5166,68,Phase 3
5167,121,Phase 1
5168,179,Phase 3
5169,154,Phase 3
5170,25,Phase 3
5171,181,Phase 1
5172,172,Phase 3
5173,49,Phase 2
5174,75,Phase 2
5175,189,Phase 3
5176,145,Phase 2
5177,83,Phase 3
5178,108,Phase 2
5179,3,Phase 3
5180,84,Phase 1
5181,23,Phase 2
5182,87,Phase 1
5183,183,Phase 2
5184,177,Phase 2
5185,171,Phase 2
5186,60,Phase 2
5187,53,Phase 2
5188,193,Phase 1
5189,9,Phase 3
5190,42,Phase 3
5191,92,Phase 3
5192,46,Phase 1
5193,26,Phase 3
5194,44,Phase 3
5195,82,Phase 2
5196,109,Phase 1
5197,54,Phase 3
5198,33,Phase 1
5199,16,Phase 1
5200,26,Phase 1
5201,29,Phase 3
5202,24,Phase 3
5203,182,Phase 3
5204,67,Phase 2
5205,10,Phase 3
5206,24,Phase 1
5207,159,Phase 3
5208,100,Phase 1
5209,91,Phase 3
5210,94,Phase 2
5211,174,Phase 3
5212,109,Phase 1
5213,81,Phase 1
5214,83,Phase 3
5215,82,Phase 1
5216,95,Phase 3
5217,83,Phase 2
5218,192,Phase 2
5219,131,Phase 3
5220,183,Phase 1
5221,155,Phase 3
5222,24,Phase 1
5223,61,Phase 3
5224,120,Phase 1
5225,92,Phase 3
5226,113,Phase 1
5227,178,Phase 3
5228,22,Phase 2
5229,158,Phase 2
5230,15,Phase 3
5231,141,Phase 2
5232,122,Phase 3
5233,195,Phase 3
5234,146,Phase 1
5235,49,Phase 3
5236,27,Phase 1
5237,65,Phase 1
5238,90,Phase 3
5239,32,Phase 2
5240,74,Phase 1
5241,80,Phase 2
5242,84,Phase 3
5243,135,Phase 1
5244,199,Phase 3
5245,104,Phase 2
5246,32,Phase 2
5247,68,Phase 2
5248,128,Phase 3
5249,196,Phase 2
5250,145,Phase 2
5251,134,Phase 3
5252,187,Phase 2
5253,71,Phase 2
5254,17,Phase 3
5255,84,Phase 2
5256,125,Phase 2
5257,161,Phase 3
5258,121,Phase 3
5259,99,Phase 2
5260,93,Phase 2
5261,26,Phase 3
5262,180,Phase 2
5263,94,Phase 2
5264,39,Phase 2
5265,134,Phase 3
5266,61,Phase 3
5267,159,Phase 2
5268,146,Phase 3
5269,107,Phase 2
5270,43,Phase 1
5271,41,Phase 2
5272,30,Phase 1
5273,107,Phase 1
5274,199,Phase 3
5275,147,Phase 2
5276,139,Phase 1
5277,153,Phase 2
5278,144,Phase 2
5279,85,Phase 1
5280,12,Phase 3
5281,2,Phase 2
5282,115,Phase 3
5283,161,Phase 1
5284,32,Phase 1
5285,28,Phase 1
5286,100,Phase 1
5287,188,Phase 1
5288,145,Phase 2
5289,79,Phase 2
5290,43,Phase 2
5291,87,Phase 1
5292,152,Phase 1
5293,134,Phase 2
5294,36,Phase 3
5295,2,Phase 2
5296,193,Phase 3
5297,172,Phase 3
5298,81,Phase 3
5299,90,Phase 3
5300,82,Phase 3
5301,143,Phase 1
5302,142,Phase 2
5303,20,Phase 2
5304,15,Phase 3
5305,186,Phase 1
5306,148,Phase 1
5307,8,Phase 1
5308,113,Phase 2
5309,105,Phase 3
5310,198,Phase 3
5311,75,Phase 2
5312,127,Phase 1
5313,51,Phase 3
5314,188,Phase 2
5315,113,Phase 1
5316,141,Phase 1
5317,167,Phase 2
5318,46,Phase 3
5319,136,Phase 3
5320,104,Phase 2
5321,10,Phase 2
5322,37,Phase 3
5323,10,Phase 3
5324,43,Phase 2
5325,32,Phase 1
5326,136,Phase 1
5327,72,Phase 2
5328,66,Phase 2
5329,92,Phase 1
5330,7,Phase 1
5331,40,Phase 3
5332,78,Phase 2
5333,192,Phase 3
5334,108,Phase 1
5335,52,Phase 1
5336,148,Phase 1
5337,34,Phase 1
5338,136,Phase 2
5339,57,Phase 1
5340,41,Phase 1
5341,148,Phase 3
5342,186,Phase 1
5343,137,Phase 2
5344,185,Phase 1
5345,15,Phase 2
5346,62,Phase 2
5347,72,Phase 3
5348,139,Phase 2
5349,68,Phase 2
5350,93,Phase 2
5351,172,Phase 3
5352,28,Phase 1
5353,32,Phase 1
5354,14,Phase 3
5355,43,Phase 3
5356,5,Phase 2
5357,44,Phase 2
5358,7,Phase 2
5359,144,Phase 2
5360,143,Phase 2
5361,173,Phase 1
5362,42,Phase 2
5363,193,Phase 2
5364,28,Phase 2
5365,72,Phase 3
5366,136,Phase 2
5367,55,Phase 3
5368,20,Phase 3
5369,74,Phase 1
5370,28,Phase 3
5371,195,Phase 1
5372,151,Phase 1
5373,85,Phase 3
5374,16,Phase 1
5375,91,Phase 1
5376,96,Phase 3
5377,36,Phase 1
5378,196,Phase 3
5379,101,Phase 2
5380,116,Phase 3
5381,159,Phase 2
5382,169,Phase 3
5383,67,Phase 1
5384,179,Phase 2
5385,159,Phase 3
5386,163,Phase 3
5387,171,Phase 3
5388,40,Phase 2
5389,9,Phase 3
5390,180,Phase 1
5391,187,Phase 3
5392,199,Phase 3
5393,173,Phase 2
5394,77,Phase 1
5395,33,Phase 1
5396,59,Phase 1
5397,106,Phase 3
5398,26,Phase 3
5399,9,Phase 2
5400,169,Phase 1
5401,43,Phase 1
5402,67,Phase 2
5403,100,Phase 3
5404,61,Phase 1
5405,103,Phase 3
5406,152,Phase 2
5407,117,Phase 2
5408,28,Phase 2
5409,51,Phase 3
5410,26,Phase 1
5411,185,Phase 1
5412,61,Phase 1
5413,86,Phase 1
5414,4,Phase 1
5415,37,Phase 3
5416,192,Phase 1
5417,115,Phase 1
5418,121,Phase 3
5419,174,Phase 3
5420,73,Phase 3
5421,155,Phase 2
5422,54,Phase 1
5423,10,Phase 2
5424,126,Phase 1
5425,158,Phase 3
5426,189,Phase 3
5427,27,Phase 2
5428,174,Phase 2
5429,192,Phase 1
5430,74,Phase 2
5431,144,Phase 3
5432,111,Phase 1
5433,9,Phase 3
5434,189,Phase 2
5435,194,Phase 1
5436,102,Phase 1
5437,194,Phase 3
5438,18,Phase 2
5439,14,Phase 1
5440,163,Phase 3
5441,56,Phase 2
5442,27,Phase 3
5443,10,Phase 3
5444,185,Phase 2
5445,85,Phase 3
5446,73,Phase 3
5447,174,Phase 3
5448,66,Phase 1
5449,155,Phase 2
5450,31,Phase 3
5451,13,Phase 2
5452,142,Phase 1
5453,124,Phase 3
5454,180,Phase 1
5455,157,Phase 2
5456,187,Phase 1
5457,158,Phase 2
5458,130,Phase 3
5459,158,Phase 3
5460,78,Phase 3
5461,45,Phase 1
5462,72,Phase 1
5463,59,Phase 2
5464,129,Phase 2
5465,95,Phase 2
5466,123,Phase 1
5467,26,Phase 3
5468,83,Phase 2
5469,78,Phase 2
5470,157,Phase 1
5471,110,Phase 1
5472,37,Phase 1
5473,28,Phase 2
5474,197,Phase 1
5475,5,Phase 3
5476,162,Phase 1
5477,155,Phase 1
5478,46,Phase 2
5479,37,Phase 2
5480,145,Phase 1
5481,175,Phase 2
5482,113,Phase 2
5483,196,Phase 2
5484,107,Phase 2
5485,80,Phase 2
5486,37,Phase 3
5487,184,Phase 3
5488,147,Phase 1
5489,122,Phase 2
5490,26,Phase 2
5491,81,Phase 1
5492,39,Phase 3
5493,91,Phase 2
5494,77,Phase 3
5495,8,Phase 2
5496,124,Phase 2
5497,183,Phase 1
5498,116,Phase 2
5499,8,Phase 1
5500,164,Phase 1
5501,32,Phase 2
5502,129,Phase 2
5503,8,Phase 3
5504,5,Phase 1
5505,28,Phase 3
5506,63,Phase 3
5507,84,Phase 2
5508,80,Phase 3
5509,100,Phase 1
5510,21,Phase 3
5511,42,Phase 1
5512,105,Phase 2
5513,96,Phase 3
5514,137,Phase 1
5515,146,Phase 3
5516,86,Phase 3
5517,162,Phase 1
5518,157,Phase 3
5519,144,Phase 2
5520,116,Phase 2
5521,120,Phase 2
5522,4,Phase 3
5523,137,Phase 3
5524,125,Phase 2
5525,27,Phase 3
5526,82,Phase 1
5527,175,Phase 2
5528,29,Phase 2
5529,187,Phase 2
5530,176,Phase 1
5531,182,Phase 3
5532,100,Phase 1
5533,66,Phase 1
5534,37,Phase 3
5535,194,Phase 3
5536,30,Phase 1
5537,100,Phase 2
5538,147,Phase 1
5539,126,Phase 1
5540,5,Phase 3
5541,157,Phase 1
5542,101,Phase 1
5543,57,Phase 2
5544,53,Phase 3
5545,191,Phase 3
5546,77,Phase 2
5547,83,Phase 2
5548,181,Phase 1
5549,179,Phase 3
5550,193,Phase 2
5551,69,Phase 2
5552,21,Phase 2
5553,148,Phase 1
5554,157,Phase 2
5555,26,Phase 1
5556,14,Phase 3
5557,55,Phase 2
5558,44,Phase 1
5559,195,Phase 2
5560,162,Phase 3
5561,85,Phase 3
5562,113,Phase 2
5563,40,Phase 2
5564,11,Phase 2
5565,52,Phase 2
5566,7,Phase 3
5567,166,Phase 3
5568,56,Phase 2
5569,6,Phase 1
5570,189,Phase 3
5571,36,Phase 1
5572,118,Phase 2
5573,26,Phase 3
5574,104,Phase 3
5575,156,Phase 2
5576,150,Phase 1
5577,75,Phase 3
5578,108,Phase 2
5579,15,Phase 3
5580,104,Phase 3
5581,85,Phase 2
5582,197,Phase 3
5583,68,Phase 2
5584,103,Phase 3
5585,157,Phase 1
5586,119,Phase 2
5587,111,Phase 3
5588,36,Phase 3
5589,57,Phase 1
5590,199,Phase 2
5591,174,Phase 1
5592,51,Phase 1
5593,18,Phase 1
5594,153,Phase 2
5595,139,Phase 2
5596,183,Phase 1
5597,130,Phase 1
5598,162,Phase 2
5599,77,Phase 3
5600,56,Phase 2
5601,137,Phase 3
5602,76,Phase 2
5603,195,Phase 2
5604,123,Phase 3
5605,114,Phase 2
5606,53,Phase 2
5607,176,Phase 2
5608,166,Phase 2
5609,85,Phase 2
5610,71,Phase 2
5611,3,Phase 3
5612,191,Phase 3
5613,158,Phase 1
5614,81,Phase 3
5615,45,Phase 2
5616,130,Phase 1
5617,174,Phase 3
5618,105,Phase 1
5619,101,Phase 2
5620,50,Phase 2
5621,26,Phase 2
